%% LaTeX2e file `info_4_ev.dat'
%% generated by the `filecontents' environment
%% from source `lab_04_rep' on 2019/12/24.
%%
 100 0.010000
 200 0.027000
 300 0.095000
 400 0.225000
 500 0.502000
 600 0.783000
 700 1.238000
 800 2.041000
 900 3.434000
 1000 5.190000
